,average_age_total,member_1,member_2,member_over2,household_1,household_2,household_over2,population_foreign_total,population_community6+_total,population_GroupFacility_total,population_total,population_under15,population_15to19,population_20s,population_30s,population_40s,population_50s,population_over60,drivers_total,drivers_15to19,drivers_20s,drivers_30s,drivers_40s,drivers_50s,drivers_60s,drivers_70s,drivers_over80,vehicle_total,parkinglot_rate
15,2.2523126612471627e-05,0.0014169741279674588,0.0012634304657334536,0.002522793549685874,0.0009263462006303229,0.0013605392057556224,0.0023916204872475515,0.00010575192630686453,2.2370599795682882e-05,8.287290378855249e-05,0.013231701356423795,0.0017835469109830806,0.000671372205231801,0.0015372161018692542,0.001591108910467945,0.0023321350286999404,0.0020377582722976586,0.0032785639268741147,0.919184049736646,0.0049459362457364335,0.10271460896187795,0.14659759099744568,0.23321350286999404,0.20377582722976587,0.14936290218582568,0.06634662318949176,0.012227058056508582,0.006239363652105007,8.536417512943536e-05
16,1.3426074536013348e-05,0.005856919850160151,0.001147617520242119,0.0009516427892396747,0.004180465995504401,0.0014939380247774266,0.0010077762549036914,0.00030692859880617314,3.5124449275144944e-05,1.4443698767349324e-05,0.011322054371255951,0.0005124230403598249,0.00027278894717425655,0.0024322860458335185,0.0032298080039079545,0.0018908114749984569,0.001296650230250678,0.0016872866287312618,0.907100720102337,0.002009643723948013,0.16252148332785782,0.29758024304488734,0.1890811474998457,0.1296650230250678,0.09209236680885713,0.029497643807619156,0.004653168864254015,0.007015698410358858,5.511584143268072e-05
17,1.44774857278732e-05,0.0024630286616522737,0.0008367244315545177,0.0024689681429765293,0.0017577152543969128,0.0010067420844613363,0.0023754213121195025,0.0001336383297957526,1.7447226390001036e-05,5.753872532872682e-05,0.01321348985855504,0.002099977865707146,0.0009529155349602693,0.0016346566257099905,0.0018275041599569168,0.0031156291721548654,0.0018067159753220221,0.0017760905247438288,0.9058781838304093,0.007020095707687438,0.10922520546514797,0.16837798484374125,0.31156291721548657,0.18067159753220222,0.08820166888277949,0.035753450266522546,0.0050652639168417895,0.0056814851042333156,6.232743214640795e-05
18,3.7964916717026546e-05,0.0028175683352786797,0.0014916538245593012,0.0017863922102549265,0.0021480794813440183,0.0015014512224217596,0.0018933471369200982,0.00012001812381511617,2.1227695368660004e-05,0.0,0.01235778450384761,0.0009854549349989472,0.000527426584929014,0.0017345476465660838,0.0017876168849877338,0.0016876017818084703,0.001932536728369932,0.003702599942187428,0.9214746611578059,0.0038854847022866523,0.11589995091359614,0.16470323901596737,0.16876017818084704,0.19325367283699318,0.2001812495755732,0.06379983843050764,0.010991047502034654,0.003789143623305811,0.00013708192509223133
19,3.251019324243278e-05,0.0018158846675953447,0.001369235616291651,0.002296947662196208,0.0014109716751839634,0.0013904697515175644,0.002230316410280411,4.832596292794063e-05,0.0,0.0,0.012729864067935026,0.001523366149569401,0.0006355596336583706,0.0013501981157442804,0.0018279661583273299,0.0022127433328520693,0.0018642106305232853,0.0033158200472602896,0.9188618047847084,0.0046824929230936405,0.09021798288242952,0.16842037407323016,0.22127433328520693,0.18642106305232853,0.17655597671099302,0.06311004652609288,0.008179535331333709,0.004554355900178646,0.0001229383208424429
20,2.3227201612597422e-05,0.0008636192364291738,0.0009547063015766147,0.002767338898010688,0.0005254585070692995,0.0010048041874077072,0.0027314733661088835,1.650953055797366e-05,0.0,0.00017705048288033822,0.013330591984327973,0.0022396032143127027,0.0008616267068790736,0.001437752393936637,0.0016108178177167748,0.0025245349399770412,0.0020969950279412404,0.002559261883564503,0.91345069259471,0.006347629852462286,0.09606838902269155,0.14841384818629713,0.2524534939977041,0.20969950279412405,0.15817098074605956,0.036084710152315874,0.006212137843055468,0.004772962213725902,9.558448898909578e-05
21,2.0896840234027125e-05,0.0022169467707995128,0.0011478406555088833,0.0021827789514595156,0.0015860800774784095,0.0013444294131607498,0.00214712557475691,0.00013072904790955358,6.437415237970441e-06,0.0,0.012683936354845682,0.0015759287688339176,0.000553865303359226,0.0017856399498554932,0.0020448697096306875,0.0022634942348279145,0.0018926000799633098,0.0025675383083751334,0.9176431432711482,0.004080330889298187,0.11931352994948184,0.18840531732704352,0.22634942348279144,0.18926000799633097,0.13679160750635913,0.046060201213466045,0.007382724906377024,0.0058679515823038255,8.314169372732593e-05
22,1.8720584151604096e-05,0.0015016487572438724,0.0015425583473138863,0.002687137530359704,0.0009253571406054186,0.0013544631668832797,0.0027347171622889594,4.0020251155448184e-05,0.0,8.982323037111704e-05,0.01329361576019668,0.002065934298535692,0.0006923503449892536,0.0014827503053093552,0.0017800118375028789,0.0022122305499817194,0.0019465405492552715,0.0031137978746225104,0.9181837329205331,0.00510035867503323,0.09907502309934209,0.1640025445655694,0.2212230549981719,0.19465405492552715,0.17457900760703976,0.0505033336108892,0.00904635543896042,0.005707777153681477,5.4961144920148836e-05
23,2.1618025211649126e-05,0.0008045189129398535,0.0008587007989133539,0.0028327822403923005,0.0006255545016940493,0.0009309433135446877,0.003014483110525655,6.567501330121253e-05,0.0,0.0001630929496980111,0.013619082237450194,0.002740837221770603,0.0007500633810775981,0.001263423068382076,0.001734641288818276,0.0029228117377927128,0.0018372584971014206,0.002370047042507507,0.9089389003381164,0.005526005077519524,0.08441975668093361,0.15982233403561075,0.29228117377927126,0.18372584971014205,0.14328153464392285,0.03341380489232441,0.006468441518391924,0.0047734788834431306,6.76452637002489e-05
24,2.380246281809774e-05,0.0014129422645829026,0.0012567934298794113,0.0025083234158924128,0.0010117508765432209,0.001271998934382373,0.002455688977228315,7.193373284093421e-05,0.0,6.257649930065008e-05,0.012917076075265965,0.0021255540813851655,0.0005061678518197444,0.0013644016155926787,0.0022276064096838893,0.0022422270870905833,0.0018714467080568247,0.0025796723216370793,0.914819879126514,0.003728857565803223,0.09116694155589194,0.20524156047259198,0.2242227087090583,0.18714467080568248,0.16031163397472523,0.037285651522550894,0.005717854520209867,0.004615455443745144,7.228462909869485e-05
25,1.1939474206696978e-05,0.0026078464883916574,0.0013271388884866285,0.0018800692050812175,0.0018331072732015426,0.0013958571955873956,0.0019471955822877582,7.614731327382294e-05,8.490292769206739e-06,1.2204795855734688e-05,0.012086595061088388,0.0010060996931509987,0.0004115138776574892,0.0018689256958216336,0.0019737277471915293,0.00177314458051902,0.0019385726286940325,0.003114610838053685,0.9201622763493332,0.0030315651619048814,0.12487867523093021,0.18185039696385072,0.177314458051902,0.19385726286940327,0.18104806429716067,0.05060294086941928,0.007578912904762204,0.004234002875343786,3.279375582106103e-05
26,0.021594808946150207,0.02394755077685918,0.0033610597581556745,0.006722119516311349,0.002520794818616756,0.0,0.0,0.0,0.0,0.0,0.01155364291866013,0.001260397409308378,0.0004201324697694593,0.0016805298790778373,0.0014704636441931075,0.000630198704654189,0.0021006623488472966,0.0039912584628098635,0.8692540799530113,0.002940927288386215,0.11217536942844564,0.13528265526576588,0.06301987046541889,0.21006623488472964,0.32476239913179206,0.01176370915354486,0.009242914334928104,0.23611444801043613,0.05192837326350517
27,2.174457304371357e-05,0.0017603693074569027,0.0012531610432937432,0.002165046213532392,0.0011833208428572144,0.0013685707362136809,0.0023715948914191476,8.668109983257117e-05,3.962564563774682e-06,0.00018624053449741007,0.012490251165303034,0.0013230012437302722,0.0005792774071668113,0.0017479862931951068,0.0018351627135981497,0.0018534895747056076,0.0020647437980118454,0.0030865901348952414,0.9193615389293507,0.004267682035185333,0.11679758115839971,0.16908362057740664,0.18534895747056077,0.20647437980118455,0.18154539080990753,0.04798814282902282,0.007855784247683307,0.003993769759714408,6.122162251031883e-05
28,2.1117198533217174e-05,0.0012923130651666002,0.0012382807966191667,0.0024825100998674085,0.0008417136880141494,0.001311645711711095,0.0024641688710944267,2.8255406488107486e-05,8.427051057856618e-06,0.0,0.01275211108608009,0.0016350957596670621,0.0006545835836411568,0.0015468595780024459,0.0019964675373833844,0.0020576875847742836,0.0019647421686949827,0.0028966748739167737,0.9180305495207561,0.004822256040637011,0.10335877264238294,0.18394567049089428,0.20576875847742837,0.19647421686949829,0.1715831865890186,0.04493848903823481,0.007139199372661825,0.004126776473920962,6.126961827947518e-05
29,3.156298292400316e-05,0.0013123556057874999,0.0009551955358579904,0.0026571803088413187,0.0005761377026558472,0.0009348079631558831,0.002669261833405531,2.944871612526611e-05,0.0,1.5857000990527905e-05,0.013136770225367106,0.0017767392062243885,0.0009770932991306242,0.0016744237950712204,0.0014271300891475114,0.0023298465026797073,0.0020357368890696775,0.0029158004440439766,0.9163987401011655,0.007198323354414405,0.11188246841745332,0.13148927259459844,0.23298465026797072,0.20357368890696778,0.18046928336848334,0.042193214349938966,0.0066078388413385565,0.0044263685622130755,9.332977725853566e-05
30,1.1838687418546454e-05,0.0010647391645688955,0.0011268291437527402,0.003008838799875495,0.00042809406700440247,0.0008419282344833286,0.001993118039925424,2.9708124011408914e-05,0.0,1.9310280607415796e-05,0.013358406502350076,0.002432946815914333,0.0006366450975644931,0.0015010029656764355,0.0020014363146486185,0.002403090151282867,0.0019148371331553617,0.0024684480241079667,0.9148183050702808,0.0046903186189212395,0.1002946266625165,0.18440337611989707,0.2403090151282867,0.19148371331553615,0.1517208747324659,0.03630926916674398,0.005607111325913319,0.003937217675232024,3.671924127810142e-05
31,2.7119436953301567e-05,0.0017262442538424742,0.0013273916447868914,0.002279429958440265,0.0011482890400835884,0.001294365632572098,0.002328968976762455,7.049783376619377e-05,1.2702312390305182e-05,0.0,0.012608315278616923,0.0014747384685144316,0.0005773200981393705,0.0017125892680228962,0.002069206688380714,0.0020682540149514414,0.0018904216414871687,0.0028157850991209015,0.9188598736898963,0.0042533693038936905,0.11443259186178133,0.19064773643485144,0.20682540149514414,0.18904216414871688,0.15857376253371136,0.047914392567470175,0.007170455344327275,0.005262568023303437,7.850029057208603e-05
32,2.3001765607314236e-05,0.0035116699921713657,0.001403762019229746,0.0015421752696019872,0.002588579442416129,0.0015240557168259847,0.001634282996213333,0.00048570467857895485,7.046492746223179e-06,5.5365300148896405e-06,0.011882400053774058,0.0007919754525844408,0.0003221253826844882,0.0019390438074874854,0.0021275374884489554,0.001665740553116115,0.0018690822009356982,0.0031668951685168744,0.9206826625196699,0.0023731580927458776,0.12956386212480558,0.19602185181898862,0.1665740553116115,0.18690822009356983,0.17672201150799377,0.054216218510351584,0.008303285059603127,0.003272592559710222,6.221046453094178e-05
33,2.3644854144976244e-05,0.002369798864867282,0.001369276160260759,0.0019526930108491618,0.0016652353458506866,0.0013884045815915264,0.0020228305557286417,0.0001338989493153711,1.91284213307673e-05,0.0,0.012217482107472163,0.001044358670156198,0.0005276256217069979,0.0018998241796710689,0.0018501434187147704,0.0018732569278227809,0.0020669321937968,0.002955341095603548,0.9199883313887338,0.003886788945404522,0.12694311143645234,0.1704639893792067,0.1873256927822781,0.20669321937967997,0.16672225762889384,0.05061699091143207,0.007336280925386225,0.0037842393532701306,6.567424656896773e-05
34,1.6021055539213597e-05,0.002337860933027338,0.0013555454341530613,0.0020006694523022413,0.00162387135320626,0.0014301200579324741,0.002095225793457956,0.000104547199843866,0.0,4.638612962355829e-05,0.012297498187777884,0.001162329363451855,0.0004986508934532517,0.0016975539360313738,0.0018044204423564177,0.0019235971138507905,0.002084699710197226,0.0031262467284369692,0.9197313327861719,0.0036734246498040975,0.1134280027684871,0.16625109991826842,0.19235971138507904,0.20846997101972256,0.17278298060202885,0.054608963140288305,0.008157179302493586,0.0036930495507986796,4.4102504780552344e-05
35,3.537972470941052e-05,0.0016944153871368737,0.0013099612357278226,0.0022760680041393603,0.0012271047375793202,0.0013845320840614747,0.0022793822640653004,4.557107398167631e-05,0.0,6.62851985188019e-06,0.012556073729424052,0.001569302074932635,0.0004258824004833022,0.0015995446967568385,0.0023547816773804376,0.0019616275936657937,0.0018340285865171002,0.002810906699687943,0.9180334281857767,0.0031377755848837853,0.10687908265669768,0.216958911836872,0.1961627593665794,0.18340285865171002,0.15440474142969715,0.04980918386197221,0.007278114797364449,0.00416768185686967,0.00010241063171154893
36,3.0544828041321394e-05,0.0008272864269504879,0.0010826853505731028,0.0026997211868811295,0.0005203661066316681,0.0010951976897707527,0.002712969546031582,2.428865844249653e-05,0.0,3.164885797052578e-05,0.013213398202694513,0.0022202041876300234,0.0006270889997880922,0.0014238305986972587,0.0017973607247447432,0.0023773444475534483,0.0019511888948805546,0.002816380349400393,0.9159334060860249,0.004619997243743961,0.0951379390993061,0.16560080928089413,0.2377344447553448,0.19511888948805545,0.16645312038623994,0.04458072854127317,0.006687477291167377,0.0046251493834135815,9.097206616644154e-05
37,2.088003472751375e-05,0.0025810796175071648,0.0014602465845150847,0.0018127666513432388,0.0016943560647932692,0.0015140284921465596,0.001944283753198358,0.00010485212244119457,3.1636416253808707e-06,6.77923205438758e-05,0.012090082445794811,0.0009642327725357268,0.00043432280028443096,0.0016930002183823917,0.0017967224688145217,0.0017842938767148112,0.00201953322900206,0.003397977080060868,0.9202332967587333,0.0031997975296709376,0.11312368944515468,0.16554206753609033,0.17842938767148112,0.201953322900206,0.19162674468615923,0.057730584328753755,0.00862770266121726,0.003975341676692877,5.5860872128153655e-05
38,1.615670386987731e-05,0.0032266939343668687,0.0014265797598380606,0.0016017298681619517,0.002279811001815873,0.0015845723065302235,0.0017479265912323017,0.00033171285821341023,0.0,0.00029239344614069996,0.011923790435649718,0.0008920144802495314,0.0003427937834339013,0.0017588287918524623,0.0021943806428578938,0.001720581727381735,0.001932012929572718,0.003083178080301476,0.9198440452161945,0.002525378602669982,0.11752214819332436,0.20218041687787616,0.1720581727381735,0.1932012929572718,0.17062015460391428,0.0536692102332462,0.008067271009718163,0.003398626999884811,4.4180721201699896e-05
39,2.0383705729831322e-05,0.0035803433122330954,0.0013795400842153698,0.001587472082396908,0.002368240810798483,0.0015669973779807828,0.0016666409394725922,0.000281640934079589,8.189881766450086e-06,5.050427089310886e-05,0.011912638022733117,0.0008221731306652946,0.0003330551918356368,0.001961931676496265,0.002181693503896009,0.0016782432719750632,0.0018622881150044553,0.0030732531328603943,0.9204676366327971,0.002453779575914739,0.13109316246840916,0.20101154808888794,0.1678243271975063,0.18622881150044554,0.17100609626377217,0.052724183845248296,0.008125727692612893,0.003452035164558711,5.6237188129623916e-05
40,2.6434215961273175e-05,0.003577055606674413,0.0014431957054601484,0.0015478077090515698,0.0027036016196987267,0.0015101248905535847,0.0017041632843118664,0.00027840291278362177,2.080991469291718e-05,0.00016760417779700866,0.012137804567239072,0.0007435326276766626,0.00039623202435567985,0.002106582040062738,0.001599551280720445,0.0016600125193552719,0.002081272684355136,0.0035506213907131397,0.922249299919689,0.0029190123582767615,0.14075826298289182,0.14737525342511265,0.1660012519355272,0.2081272684355136,0.18003500846032908,0.06544549441884402,0.011587747903193857,0.0027165375126159456,7.00787938037157e-05
41,3.0300285767614587e-05,0.0038541441077685626,0.0014438347377628417,0.001487587305573837,0.002860242492718791,0.0015509305753897552,0.00162798733660912,0.00025794424306482247,4.0487450810174666e-05,7.052652721772362e-05,0.01202705847252245,0.0006993880615757591,0.00040356846130141843,0.0020746553423213695,0.0017647957389435006,0.0018150785407561368,0.0019760488088965892,0.0032935235187276763,0.9223015173621782,0.0029732155409471816,0.13862511343363706,0.16260021454726212,0.18150785407561368,0.19760488088965894,0.1653474839917525,0.06363843639279261,0.010004318490514127,0.003092718823177213,8.13667156604478e-05
42,3.789765004934805e-05,0.0024285432888765893,0.0016582155450163719,0.0017711350737348375,0.0017401982165516964,0.0017301437379671754,0.0019327801525167506,5.723318578881134e-05,0.0,2.2429221457777418e-05,0.012350766808939572,0.0008569509439730131,0.00044549074343723424,0.0016694301557452606,0.0013442064446074881,0.0017707483630200482,0.002093651809869085,0.004170288348287443,0.9220521459649268,0.00328162712570171,0.11154902594525247,0.12384952036126944,0.17707483630200482,0.2093651809869085,0.1975132710000471,0.08625814519803449,0.013160539045708295,0.0028655263965884597,9.636831012548505e-05
43,3.711332706891782e-05,0.0019315458278175654,0.0016858766385152144,0.001993150945624271,0.0015040664127929854,0.0017241920166632875,0.002137397075122899,1.953333003627254e-05,0.0,0.0,0.012793204250871805,0.0011314305782548632,0.0005243947832814705,0.0014052728397249148,0.0012527626090570946,0.0018782048111800518,0.0020919445186923418,0.004509194110681069,0.9221332007619764,0.0038630916556351307,0.09389822004821104,0.11542394974818337,0.18782048111800517,0.2091944518692342,0.19229511626016055,0.1051742104526116,0.014463679609935344,0.0033815199420485654,9.360972778921379e-05
44,1.7650135821636292e-05,0.001125301721642601,0.001103766866931992,0.0026399198362887584,0.0008533713994145202,0.0011244572175363025,0.002681722789550529,1.8156838285415327e-05,0.0,0.0,0.013255125326432911,0.0020728353289093913,0.0008103016899933025,0.0014039880767210688,0.0015606435884394196,0.002660610186893069,0.002108304501373924,0.002638441954102736,0.9132108491265583,0.00596937727537015,0.0938121609002095,0.14379075841505434,0.26606101868930687,0.21083045013739238,0.13683626709968713,0.047585272877595224,0.00832554373194265,0.003980147852984299,5.261260582238952e-05
45,2.451114465486221e-05,0.0024458545631997697,0.0014569929333469597,0.0019230202759265285,0.0015900684611941727,0.001520637751013018,0.002057147784231032,6.943071018115475e-05,3.681931600515782e-06,0.0,0.012428886107769668,0.001077227988265189,0.0005801672221955583,0.001611897055682945,0.0015293165897856623,0.0018304459956849889,0.0022054770287089536,0.0035943542274463713,0.9201252267734669,0.004274196597970178,0.10770438916851631,0.1409043664103671,0.1830445995684989,0.22054770287089537,0.18755286181821615,0.06512390218900857,0.01097320814999432,0.0031412136454686073,6.553838248918092e-05
46,1.9323461868073224e-05,0.002576600400382954,0.0013851257364916282,0.0018478060411345023,0.0018940324262068326,0.0014030332550331616,0.0019698270395686716,0.00026111660757073085,9.161986230551961e-06,0.00013742979345827941,0.012251033178966468,0.001018021606390194,0.00043290384939358016,0.001744941923000578,0.0016551961033331257,0.001827816252995116,0.0020964290311181167,0.0034757244127357574,0.9209695191577962,0.0031892041160712235,0.11659418740824554,0.15250251016929608,0.1827816252995116,0.2096429031118117,0.18214903179568395,0.06410350247773508,0.010006554779441023,0.0029006015498088365,5.189015837848974e-05
47,2.23321341106958e-05,0.0030118696208596895,0.0015066198452185163,0.001644083492811961,0.0020587578848878666,0.0015244307497239793,0.0018669481440598045,0.0002164709932202415,2.420456253306498e-05,0.00012284957210178263,0.012078076703999425,0.0007676956531713628,0.0004167294964419206,0.001618965550560667,0.0014493052678996548,0.0016938626874554341,0.0022181426457188037,0.003913375402751581,0.920419135717257,0.0030698692329672226,0.10817658361829499,0.13353246128618745,0.1693862687455434,0.2218142645718804,0.19935060378175962,0.07276393856284359,0.012325145917780334,0.002651998011877516,5.690355644565842e-05
48,2.8027438896710795e-05,0.0030156331595886485,0.0015081147440379064,0.001715637057570999,0.002067470864997794,0.0015623806363698359,0.0018360954119781391,0.00010614647071520258,2.385313948656238e-05,8.587130215162457e-05,0.012289137463476938,0.0009472678018601085,0.0004242877186172283,0.001805086330645608,0.0016276786057143004,0.001715935221814581,0.0020817827486897316,0.0036870990361353795,0.921607787057439,0.0031259539297139997,0.1206128034853155,0.14996707326596634,0.1715935221814581,0.20817827486897317,0.18993539378965024,0.06613402188346852,0.012060743652893103,0.003359118368195147,7.43025295006418e-05
